"","publication year","Reference","ID","study period","country","English name","scientific name","subject type","toxicant specific","toxicant group","sample type","group","sample size","no. exposed","OR if given, proportion exposed","Age Class","Sex","concentration level estimate type","concentration (ND for non-detects)","Detection limit (if reported)","SD of concentration","minimum","maximum","unit of measure","wet/dry weight?","sublethal effects assessed?","sublethal specific","sublethal type","Notes"
"313",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","As","heavy metals","blood",NA,93,NA,"69.900000000000006","unknown","unknown/mixed","arithmetic mean","1.4890000000000001","ND","1.4570000000000001","ND","8.5079999999999991","µg/dl",NA,"no",NA,NA,NA
"314",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","As","heavy metals","liver",NA,56,NA,"62.5","unknown","unknown/mixed","arithmetic mean","0.104","ND","0.13600000000000001","ND","0.97799999999999998","µg/g","dry","no",NA,NA,NA
"315",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","As","heavy metals","kidney",NA,36,NA,"80.599999999999994","unknown","unknown/mixed","arithmetic mean","0.18","ND","0.13300000000000001","ND","0.58799999999999997","µg/g","dry","no",NA,NA,NA
"316",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Cd","heavy metals","blood",NA,93,NA,"5.4000000000000057","unknown","unknown/mixed","arithmetic mean","0.20100000000000001","ND","0.56699999999999995","ND","4.4470000000000001","µg/dl",NA,"no",NA,NA,NA
"317",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Cd","heavy metals","liver",NA,56,NA,"96.4","unknown","unknown/mixed","arithmetic mean","0.32200000000000001","ND","0.36099999999999999","ND","1.8009999999999999","µg/g","dry","no",NA,NA,NA
"318",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Cd","heavy metals","kidney",NA,36,NA,"100","unknown","unknown/mixed","arithmetic mean","1.5529999999999999","ND","1.706","3.3000000000000002E-2","8.3439999999999994","µg/g","dry","no",NA,NA,NA
"319",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Pb","heavy metals","blood",NA,93,NA,"97.8","unknown","unknown/mixed","arithmetic mean","14.711","ND","65.156000000000006","ND","631.47299999999996","µg/dl",NA,"no",NA,NA,NA
"320",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Pb","heavy metals","liver",NA,56,NA,"87.5","unknown","unknown/mixed","arithmetic mean","0.54100000000000004","ND","0.68700000000000006","ND","3.468","µg/g","dry","no",NA,NA,NA
"321",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Pb","heavy metals","kidney",NA,36,NA,"94.4","unknown","unknown/mixed","arithmetic mean","0.94499999999999995","ND","0.35599999999999998","ND","5.3310000000000004","µg/g","dry","no",NA,NA,NA
"322",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Hg","heavy metals","blood",NA,93,NA,"88.2","unknown","unknown/mixed","arithmetic mean","20.94","ND","26.728000000000002","ND","164.89500000000001","µg/dl",NA,"no",NA,NA,NA
"323",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Hg","heavy metals","liver",NA,56,NA,"94.6","unknown","unknown/mixed","arithmetic mean","1.387","ND","1.242","ND","5.3140000000000001","µg/g","dry","no",NA,NA,NA
"324",2014,"Carneiro et al. 2014",103,"2007-2012","Portugal","Common Buzzard","Buteo buteo","rehab","Hg","heavy metals","kidney",NA,36,NA,"97.2","unknown","unknown/mixed","arithmetic mean","2.0859999999999999","ND","1.6890000000000001","ND","5.9450000000000003","µg/g","dry","no",NA,NA,NA
"325",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild",NA,"flame retardants","liver","Urban",15,NA,NA,"adult","unknown/mixed","geometric mean","18.73",NA,NA,"1.04","197","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"326",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Total PCBs","PCBs","liver","Urban",15,NA,NA,"adult","unknown/mixed","geometric mean","16.13",NA,NA,"1.41","175","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"327",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","DDE","organochlorine insecticides","liver","Urban",15,NA,NA,"adult","unknown/mixed","geometric mean","47.2",NA,NA,"6.1","423","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"328",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Dieldrin","organochlorine insecticides","liver","Urban",15,NA,NA,"adult","unknown/mixed","geometric mean","3.96",NA,NA,"0.61","55.8","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"329",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild",NA,"flame retardants","liver","Agricultural",3,NA,NA,"adult","unknown/mixed","geometric mean","1.03",NA,NA,"0.26","3.07","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"330",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Total PCBs","PCBs","liver","Agricultural",3,NA,NA,"adult","unknown/mixed","geometric mean","0.76",NA,NA,"0.37","1.95","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"331",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","DDE","organochlorine insecticides","liver","Agricultural",3,NA,NA,"adult","unknown/mixed","geometric mean","110.3",NA,NA,"5.7","301","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"332",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Dieldrin","organochlorine insecticides","liver","Agricultural",3,NA,NA,"adult","unknown/mixed","geometric mean","0.21",NA,NA,"0.15","0.35","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"333",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild",NA,"flame retardants","liver","Mixed",3,NA,NA,"adult","unknown/mixed","geometric mean","3.27",NA,NA,"0.64","9.9499999999999993","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"334",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Total PCBs","PCBs","liver","Mixed",3,NA,NA,"adult","unknown/mixed","geometric mean","3.38",NA,NA,"0.48","9.7899999999999991","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"335",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","DDE","organochlorine insecticides","liver","Mixed",3,NA,NA,"adult","unknown/mixed","geometric mean","15.3",NA,NA,"6.11","29.6","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"336",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Cooper's Hawk","Accipiter cooperii","wild","Dieldrin","organochlorine insecticides","liver","Mixed",3,NA,NA,"adult","unknown/mixed","geometric mean","1.07",NA,NA,"0.84","1.5","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"337",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild",NA,"flame retardants","liver","Urban",5,NA,NA,"adult","unknown/mixed","geometric mean","8.6",NA,NA,"2.13","76.400000000000006","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"338",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","liver","Urban",5,NA,NA,"adult","unknown/mixed","geometric mean","16.7",NA,NA,"2.44","83.3","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"339",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","liver","Urban",5,NA,NA,"adult","unknown/mixed","geometric mean","65.900000000000006",NA,NA,"5.55","763","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"340",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","liver","Urban",5,NA,NA,"adult","unknown/mixed","geometric mean","11.98",NA,NA,"3.3","129","µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"341",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild",NA,"flame retardants","liver","Mixed",1,NA,NA,"adult","unknown/mixed","geometric mean","5.76",NA,NA,NA,NA,"µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"342",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","Total PCBs","PCBs","liver","Mixed",1,NA,NA,"adult","unknown/mixed","geometric mean","10.3",NA,NA,NA,NA,"µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"343",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","DDE","organochlorine insecticides","liver","Mixed",1,NA,NA,"adult","unknown/mixed","geometric mean","54.6",NA,NA,NA,NA,"µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"344",2015,"Elliot et al. 2015",130,"1999 - 2010","Canada","Peregrine Falcon","Falco peregrinus","wild","Dieldrin","organochlorine insecticides","liver","Mixed",1,NA,NA,"adult","unknown/mixed","geometric mean","7.19",NA,NA,NA,NA,"µg/g","wet","no",NA,NA,"Samples with concentrations below the detection limit were assigned a value of 0.5 times the lowest detectable limit for that chemical (LOQ/2)"
"345",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","DDE","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","4.2999999999999997E-2","5.0000000000000001E-3","3.9E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"346",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","DDT","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","1E-3","5.0000000000000001E-3","1E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"347",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","Mirex","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","4.0000000000000001E-3","5.0000000000000001E-3","4.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"348",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","Dieldrin","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","5.0000000000000001E-3","5.0000000000000001E-3","5.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"349",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","heptachlor epoxide (trans)","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","3.0000000000000001E-3","5.0000000000000001E-3","2E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"350",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","oxychlordane","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","4.0000000000000001E-3","5.0000000000000001E-3","2E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"351",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","Nonachlor","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","NA","5.0000000000000001E-3",NA,NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"352",1993,"Elliot et al. 1993",131,"1985","Canada","Sharp-shinned Hawk","Accipiter striatus","wild","Total PCBs","organochlorine insecticides","blood",NA,4,NA,NA,"HY","female","arithmetic mean","4.8000000000000001E-2","5.0000000000000001E-3","2.5000000000000001E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"353",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","DDE","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","0.21",NA,"0.11600000000000001",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"354",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","DDT","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","2E-3",NA,"2E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"355",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Mirex","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","1.0999999999999999E-2",NA,"0.01",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"356",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Dieldrin","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","1.7000000000000001E-2",NA,"1.4E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"357",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","heptachlor epoxide (trans)","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","3.3000000000000002E-2",NA,"6.3E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"358",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","oxychlordane","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","8.9999999999999993E-3",NA,"7.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"359",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Nonachlor","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","7.0000000000000001E-3",NA,"6.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"360",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Total PCBs","organochlorine insecticides","blood",NA,8,NA,NA,"SY","female","arithmetic mean","4.3999999999999997E-2",NA,"3.4000000000000002E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"361",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","DDE","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","0.21199999999999999",NA,"0.158",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"362",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","DDT","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","1E-3",NA,"1.2999999999999999E-2",NA,NA,"mg/kg","wet","no",NA,NA,"called ""mean"" - i assume it is arithmetic mean"
"363",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Mirex","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","0.02",NA,"1.7000000000000001E-2",NA,NA,"mg/kg","wet","no",NA,NA,NA
"364",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Dieldrin","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","1.2999999999999999E-2",NA,"8.9999999999999993E-3",NA,NA,"mg/kg","wet","no",NA,NA,NA
"365",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","heptachlor epoxide (trans)","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","1.4E-2",NA,"1.4999999999999999E-2",NA,NA,"mg/kg","wet","no",NA,NA,NA
"366",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","oxychlordane","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","0.01",NA,"5.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,NA
"367",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Nonachlor","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","7.0000000000000001E-3",NA,"5.0000000000000001E-3",NA,NA,"mg/kg","wet","no",NA,NA,NA
"368",1993,"Elliot et al. 1993",131,"1986","United States of America","Sharp-shinned Hawk","Accipiter striatus","wild","Total PCBs","organochlorine insecticides","blood",NA,16,NA,NA,"ASY","female","arithmetic mean","0.05",NA,"3.2000000000000001E-2",NA,NA,"mg/kg","wet","no",NA,NA,NA
